,userId,movieId,rating,timestamp,index,counts
228,4,1298,4.0,949918927,228,24
229,4,1307,4.0,949811602,229,87
233,4,1356,4.0,949810582,233,82
234,4,1371,4.0,949810302,234,47
235,4,1372,3.0,949920004,235,47
236,4,1374,4.0,949918787,236,72
237,4,1376,3.0,949918904,237,65
238,4,1377,3.0,949810688,238,64
239,4,1380,5.0,949896377,239,90
240,4,1387,5.0,949810261,240,108
241,4,1388,4.0,949810302,241,27
242,4,1396,5.0,949895772,242,51
243,4,1544,3.0,949811230,243,67
244,4,1580,5.0,949919978,244,190
245,4,1663,4.0,949811559,245,40
246,4,1674,5.0,949896244,246,56
247,4,1805,1.0,949895864,247,39
249,4,1917,4.0,949810688,249,113
250,4,1918,2.0,949895956,250,42
251,4,1953,5.0,949810261,251,46
252,4,1954,5.0,949810261,252,69
253,4,1961,5.0,949918743,253,119
254,4,1967,3.0,949949538,254,36
255,4,1968,5.0,949811559,255,117
256,4,1994,5.0,949896309,256,38
257,4,2000,5.0,949811602,257,90
258,4,2002,3.0,949895907,258,39
259,4,2003,2.0,949918970,259,47
260,4,2005,5.0,949896070,260,51
262,4,2018,5.0,949778771,262,34
263,4,2020,4.0,949811738,263,34
264,4,2021,4.0,949896114,264,30
268,4,2054,3.0,949896114,268,76
269,4,2064,5.0,949918648,269,42
270,4,2078,5.0,949949444,270,46
271,4,2080,5.0,949919306,271,51
272,4,2081,4.0,949982239,272,78
273,4,2085,5.0,949949444,273,41
275,4,2087,5.0,949949638,275,38
277,4,2094,4.0,949920028,277,32
278,4,2096,5.0,949949538,278,35
279,4,2100,5.0,949896114,279,52
281,4,2105,4.0,949896114,281,47
282,4,2109,5.0,949919399,282,51
284,4,2114,5.0,949918927,284,23
285,4,2115,5.0,949918994,285,98
286,4,2124,4.0,949919763,286,35
287,4,2140,5.0,949896070,287,28
288,4,2141,4.0,949982239,288,26
290,4,2144,5.0,949811603,290,46
291,4,2161,5.0,949896070,291,38
292,4,2174,5.0,949896070,292,104
293,4,2193,3.0,949896070,293,42
294,4,2194,5.0,949918764,294,78
295,4,2248,4.0,949811559,295,47
297,4,2268,5.0,949895772,297,76
298,4,2289,5.0,949919556,298,44
300,4,2371,4.0,949811603,300,28
302,4,2406,5.0,949918994,302,65
305,4,2467,5.0,949918875,305,23
307,4,2616,1.0,949895993,307,27
308,4,2628,5.0,949810582,308,138
309,4,2640,5.0,949810261,309,75
311,4,2683,4.0,949896497,311,112
312,4,2699,4.0,949896497,312,62
313,4,2716,5.0,949811523,313,147
314,4,2723,5.0,949810582,314,36
316,4,2770,1.0,949896521,316,51
317,4,2788,5.0,949919399,317,22
318,4,2791,5.0,949811490,318,106
319,4,2795,4.0,949811603,319,30
320,4,2797,5.0,949896070,320,107
321,4,2804,5.0,949811738,321,75
328,4,2916,4.0,949810534,328,104
329,4,2918,5.0,949811559,329,133
330,4,2968,5.0,949896070,330,43
332,4,2987,5.0,949918807,332,108
333,4,2991,5.0,949810261,333,24
335,4,3034,5.0,949949444,335,29
336,4,3039,4.0,949811559,336,48
338,4,3060,5.0,949919656,338,21
340,4,3101,4.0,949896275,340,49
341,4,3104,4.0,949811603,341,29
342,4,3108,5.0,949919738,342,37
345,4,3210,4.0,949811523,345,52
347,4,3255,4.0,949919738,347,57
348,4,3263,3.0,949919845,348,29
351,5,3,4.0,1163374957,351,59
352,5,39,4.0,1163374952,352,120
353,5,104,4.0,1163374639,353,94
354,5,141,4.0,1163374242,354,93
355,5,150,4.0,1163374404,355,200
356,5,231,3.5,1163373762,356,158
357,5,277,4.5,1163373208,357,35
358,5,344,3.5,1163373636,358,175
359,5,356,4.0,1163374152,359,341
360,5,364,4.0,1163373752,360,200
361,5,367,4.0,1163373755,361,157
362,5,377,4.0,1163373610,362,180
363,5,440,4.0,1163374477,363,90
364,5,500,4.5,1163373718,364,153
365,5,586,4.0,1163374392,365,129
366,5,588,3.5,1163373551,366,215
367,5,595,4.0,1163374190,367,176
368,5,597,5.0,1163373711,368,147
369,5,788,3.5,1163374993,369,68
370,5,858,2.5,1163373651,370,200
371,5,903,3.5,1163373135,371,69
372,5,919,4.0,1163374286,372,117
373,5,1022,4.0,1163373316,373,55
374,5,1035,5.0,1163373103,374,80
375,5,1193,3.0,1163374173,375,144
376,5,1221,2.5,1163374239,376,135
377,5,1247,4.0,1163374582,377,89
378,5,1307,4.0,1163374495,378,87
379,5,1380,5.0,1163373044,379,90
380,5,1393,3.5,1163374165,380,106
381,5,1485,4.5,1163374608,381,71
382,5,1544,3.5,1163374562,382,67
383,5,1682,4.0,1163374214,383,137
384,5,1721,4.0,1163373744,384,164
385,5,1777,4.0,1163374601,385,70
386,5,1784,4.5,1163374251,386,99
387,5,1923,4.5,1163373726,387,123
388,5,1961,4.0,1163373675,388,119
389,5,1968,4.0,1163374324,389,117
390,5,1997,3.5,1163374593,390,64
391,5,2023,1.5,1163373188,391,35
392,5,2081,5.0,1163373109,392,78
393,5,2273,4.0,1163373276,393,43
394,5,2294,4.0,1163373251,394,53
395,5,2355,3.5,1163374184,395,105
396,5,2424,4.0,1163373193,396,60
397,5,2502,3.5,1163374290,397,106
398,5,2683,4.0,1163373679,398,112
399,5,2694,4.5,1163373293,399,29
400,5,2706,4.0,1163374246,400,111
401,5,2762,3.5,1163373743,401,193
402,5,2770,3.5,1163374947,402,51
403,5,2918,3.5,1163374278,403,133
404,5,2997,3.5,1163374127,404,126
405,5,3114,3.5,1163374263,405,125
406,5,3176,3.5,1163374408,406,66
407,5,3408,4.0,1163374137,407,85
408,5,3753,3.5,1163373148,408,65
409,5,3897,4.5,1163374235,409,99
410,5,3948,3.5,1163374198,410,88
411,5,4014,4.0,1163373273,411,45
412,5,4018,4.0,1163375025,412,44
413,5,4022,3.5,1163373696,413,96
414,5,4025,4.5,1163375145,414,53
415,5,4306,3.5,1163374103,415,174
416,5,4308,3.5,1163374354,416,55
417,5,4447,4.5,1163375033,417,47
418,5,4718,3.5,1163375131,418,39
419,5,4963,3.0,1163373548,419,130
420,5,4995,4.5,1163373616,420,114
421,5,5266,3.5,1163374995,421,30
422,5,5299,4.5,1163373299,422,51
423,5,5349,4.5,1163373606,423,134
424,5,5464,4.0,1163374443,424,38
425,5,5669,3.5,1163374206,425,58
426,5,5679,4.5,1163374389,426,48
427,5,5816,3.0,1163373688,427,81
428,5,5995,4.0,1163374533,428,61
429,5,6218,3.5,1163374491,429,41
430,5,6373,4.0,1163374572,430,50
431,5,6377,4.0,1163373626,431,122
432,5,6502,4.0,1163374455,432,52
433,5,6711,2.5,1163373238,433,85
434,5,6942,4.0,1163374511,434,55
435,5,8376,4.0,1163374742,435,45
436,5,8464,4.0,1163374381,436,45
437,5,8622,3.5,1163374118,437,46
438,5,8636,4.5,1163373593,438,84
439,5,8644,4.0,1163374426,439,57
440,5,30707,4.5,1163374340,440,65
441,5,30749,4.5,1163374702,441,32
442,5,30793,3.5,1163374177,442,47
443,5,33166,5.0,1163374211,443,48
444,5,33679,4.0,1163374517,444,49
445,5,34162,4.5,1163374227,445,42
446,5,35836,4.0,1163374275,446,51
447,5,40819,4.5,1163374283,447,42
448,5,41566,4.0,1163374144,448,49
449,5,41569,4.0,1163374167,449,23
450,5,48385,4.5,1163374357,450,44
451,6,111,4.0,1109258212,451,118
452,6,158,2.0,1108134263,452,58
453,6,173,2.0,1109258228,453,70
454,6,293,5.0,1108134539,454,132
455,6,596,4.0,1108134269,455,66
456,6,903,4.0,1108134299,456,69
457,6,1204,5.0,1108134266,457,51
458,6,1250,4.5,1108134284,458,65
459,6,1259,4.5,1109258196,459,112
460,6,1276,4.5,1108134309,460,46
461,6,1285,4.5,1108134339,461,61
462,6,1358,2.0,1109258181,462,66
463,6,1639,2.0,1109258179,463,65
464,6,1687,2.0,1109258281,464,21
465,6,1747,2.0,1109258194,465,59
466,6,1876,0.5,1108134334,466,48
467,6,1909,3.0,1108134344,467,47
468,6,2001,3.0,1108134289,468,57
469,6,2019,4.0,1109258270,469,54
471,6,2174,4.0,1109258175,471,104
472,6,2502,3.5,1108134291,472,106
473,6,2528,3.0,1109258245,473,28
474,6,2529,4.0,1108134293,474,57
475,6,2571,1.0,1109258202,475,259
476,6,2657,2.0,1108134271,476,63
477,6,2692,4.0,1108134274,477,80
478,6,2723,3.0,1109258257,478,36
479,6,2761,4.5,1108134545,479,42
480,6,2890,3.0,1109258199,480,46
481,6,3052,1.0,1108134337,481,79
482,6,3114,4.0,1109258183,482,125
483,6,3300,3.5,1109258250,483,26
484,6,3751,1.5,1109258190,484,99
485,6,4641,1.5,1109258217,485,36
486,6,4975,1.5,1109258226,486,37
487,6,5952,5.0,1108134311,487,188
488,6,7090,3.0,1108134534,488,33
489,6,7153,5.0,1108134519,489,176
490,6,7361,4.0,1108134524,490,106
491,6,8368,3.5,1108134526,491,84
492,6,8636,4.0,1108134537,492,84
493,6,8784,3.0,1108134531,493,58
494,6,8874,4.5,1108134521,494,70
495,7,1,3.0,851866703,495,247
496,7,10,3.0,851869035,496,122
497,7,21,3.0,851867289,497,95
498,7,31,3.0,851868750,498,42
499,7,34,4.0,851867861,499,148
501,7,104,3.0,851866744,501,94
502,7,110,5.0,851868188,502,228
503,7,112,4.0,851866720,503,49
504,7,141,4.0,851866704,504,93
505,7,151,4.0,851868206,505,48
506,7,198,2.0,851868704,506,43
507,7,207,3.0,851868705,507,28
508,7,260,5.0,851869062,508,291
509,7,272,3.0,851868188,509,39
510,7,316,2.0,851869161,510,145
511,7,318,5.0,851868187,511,311
512,7,329,3.0,851868524,512,114
513,7,333,3.0,851867345,513,50
514,7,345,3.0,851867621,514,48
515,7,355,3.0,851867941,515,39
516,7,356,3.0,851868188,516,341
517,7,357,3.0,851867436,517,122
518,7,364,3.0,851868020,518,200
519,7,367,3.0,851867790,519,157
520,7,377,3.0,851869291,520,180
521,7,380,4.0,851869291,521,198
522,7,480,4.0,851869161,522,274
523,7,500,3.0,851867669,523,153
524,7,534,4.0,851868246,524,25
525,7,539,3.0,851867688,525,125
526,7,541,4.0,851869035,526,146
527,7,551,4.0,851868019,527,90
528,7,588,4.0,851868044,528,215
529,7,589,3.0,851869140,529,237
530,7,590,4.0,851868186,530,202
531,7,592,3.0,851868863,531,196
532,7,594,4.0,851868020,532,71
533,7,595,3.0,851868044,533,176
534,7,610,3.0,851868074,534,33
535,7,671,4.0,851866806,535,33
536,7,708,3.0,851866744,536,61
537,7,720,5.0,851868019,537,45
538,7,724,2.0,851866784,538,36
539,7,736,1.0,851866704,539,150
541,7,745,5.0,851868020,541,62
542,7,780,3.0,851866703,542,218
543,7,786,2.0,851866744,543,69
544,7,924,4.0,851868289,544,123
545,7,1036,3.0,851869102,545,151
546,7,1073,3.0,851866744,546,148
547,7,1079,4.0,851867320,547,89
548,7,1080,4.0,851867289,548,91
549,7,1097,3.0,851868308,549,160
550,7,1125,3.0,851867553,550,28
551,7,1129,3.0,851869103,551,48
552,7,1136,4.0,851867289,552,145
553,7,1148,5.0,851868019,553,75
554,7,1196,5.0,851869034,554,234
555,7,1197,3.0,851867289,555,163
556,7,1198,5.0,851869035,556,220
557,7,1210,5.0,851869034,557,217
558,7,1220,4.0,851867379,558,94
559,7,1223,5.0,851868044,559,39
560,7,1225,5.0,851868246,560,100
561,7,1231,4.0,851868321,561,45
562,7,1240,4.0,851869062,562,158
563,7,1242,5.0,851868289,563,58
564,7,1270,3.0,851867436,564,226
565,7,1275,4.0,851869080,565,49
566,7,1278,3.0,851867436,566,74
567,7,1287,4.0,851868332,567,46
568,7,1288,4.0,851867401,568,82
569,7,1291,3.0,851867320,569,147
570,7,1298,3.0,851868471,570,24
571,7,1302,4.0,851868471,571,67
572,7,1307,3.0,851867401,572,87
574,7,1371,3.0,851869160,574,47
575,7,1372,3.0,851869102,575,47
576,7,1373,2.0,851869230,576,25
577,7,1374,4.0,851869035,577,72
578,7,1375,3.0,851869140,578,54
579,7,1376,3.0,851869062,579,65
580,7,1394,3.0,851867688,580,70
581,7,1405,5.0,851866978,581,46
582,7,1408,1.0,851869140,582,43
583,8,32,5.0,1154465405,583,196
584,8,45,2.5,1154389572,584,43
585,8,47,5.0,1154464836,585,201
586,8,50,5.0,1154400173,586,201
587,8,110,4.0,1154473268,587,228
588,8,260,3.5,1154464829,588,291
589,8,282,2.0,1154389420,589,44
590,8,296,4.0,1154465380,590,324
591,8,318,5.0,1154464714,591,311
592,8,356,4.0,1154400390,592,341
593,8,457,4.5,1154400475,593,213
594,8,520,3.5,1154389356,594,65
595,8,524,2.0,1154400357,595,36
596,8,527,5.0,1154400170,596,244
597,8,543,5.0,1154389386,597,52
598,8,589,4.0,1154464853,598,237
599,8,593,4.5,1154464833,599,304
600,8,628,4.0,1154400284,600,50
601,8,805,3.5,1154389432,601,49
602,8,858,5.0,1154400181,602,200
603,8,1196,3.5,1154464841,603,234
604,8,1197,4.0,1154464887,604,163
605,8,1198,4.0,1154464730,605,220
606,8,1210,4.0,1154464769,606,217
607,8,1219,4.0,1154465573,607,77
608,8,1225,4.0,1154465394,608,100
609,8,1258,4.0,1154465555,609,101
610,8,1259,4.0,1154464811,610,112
611,8,1265,3.0,1154465230,611,165
612,8,1270,4.0,1154464747,612,226
613,8,1291,4.0,1154464720,613,147
614,8,1302,3.5,1154400465,614,67
615,8,1358,0.5,1154474527,615,66
616,8,1387,4.0,1154465285,616,108
617,8,1393,3.0,1154400324,617,106
618,8,1500,4.0,1154465235,618,64
619,8,1552,3.0,1154389408,619,59
620,8,1617,3.5,1154464990,620,125
621,8,1625,5.0,1154389385,621,76
622,8,1674,4.0,1154389491,622,56
623,8,1704,4.0,1154473252,623,157
625,8,1777,5.0,1154400458,625,70
626,8,1876,3.5,1154389528,626,48
627,8,1961,5.0,1154473322,627,119
628,8,2028,4.0,1154473259,628,191
629,8,2100,3.0,1154389460,629,52
630,8,2139,3.0,1154465222,630,27
631,8,2194,4.5,1154464735,631,78
632,8,2302,4.5,1154400414,632,76
633,8,2324,4.0,1154464850,633,99
634,8,2329,5.0,1154473217,634,107
635,8,2353,3.5,1154389340,635,67
636,8,2423,3.5,1154400351,636,25
637,8,2502,5.0,1154464889,637,106
638,8,2571,5.0,1154464738,638,259
639,8,2716,3.5,1154464944,639,147
640,8,2762,4.5,1154464717,640,193
641,8,2770,2.5,1154389541,641,51
642,8,2791,4.5,1154465558,642,106
643,8,2797,3.5,1154400340,643,107
644,8,2804,3.5,1154473419,644,75
645,8,2841,3.0,1154400360,645,22
646,8,2858,4.5,1154464950,646,220
647,8,2918,5.0,1154473364,647,133
648,8,2959,4.0,1154464901,648,202
649,8,3147,4.5,1154400266,649,103
650,8,3578,5.0,1154400441,650,161
651,8,3916,3.5,1154400198,651,39
652,8,3948,4.0,1154389482,652,88
653,8,3996,4.0,1154465526,653,114
654,8,4011,4.5,1154464873,654,95
655,8,4019,3.5,1154400245,655,26
656,8,4034,4.5,1154465279,656,73
657,8,4226,5.0,1154464905,657,132
658,8,4262,4.0,1154464915,658,49
660,8,4886,3.5,1154464808,660,130
661,8,4896,3.5,1154400398,661,105
662,8,4963,4.5,1154400383,662,130
663,8,4973,4.0,1154465373,663,125
664,8,4993,3.5,1154464819,664,200
665,8,4995,3.5,1154389449,665,114
666,8,5064,5.0,1154400236,666,23
667,8,5378,3.5,1154389552,667,82
668,8,5445,4.5,1154400449,668,115
669,8,5464,4.0,1154464756,669,38
670,8,5630,4.0,1154400407,670,27
672,8,5669,3.0,1154465385,672,58
673,8,5952,4.0,1154464762,673,188
674,8,5989,3.5,1154400444,674,99
675,8,6377,4.0,1154389474,675,122
676,8,6378,3.0,1154400191,676,55
677,8,6870,4.0,1154464895,677,46
678,8,6874,5.0,1154465296,678,111
680,8,7143,3.5,1154400294,680,45
681,8,7153,4.0,1154464753,681,176
682,8,7361,4.0,1154465367,682,106
683,8,7438,4.0,1154464994,683,103
684,8,8533,2.5,1154400471,684,33
685,8,8784,4.5,1154464868,685,58
686,8,8873,4.0,1154465499,686,26
687,8,8874,3.0,1154465548,687,70
688,8,32587,3.5,1154465243,688,80
689,8,33166,4.5,1154473310,689,48
690,8,33493,4.5,1154400263,690,62
691,8,33794,4.5,1154464726,691,105
692,8,34162,3.5,1154400423,692,42
694,8,40819,3.5,1154473264,694,42
699,9,1,4.0,938629179,699,247
700,9,17,4.0,938628337,700,86
702,9,36,5.0,938629110,702,104
703,9,47,3.0,938628897,703,201
704,9,318,4.0,938628966,704,311
705,9,497,4.0,938628777,705,60
706,9,515,4.0,938628577,706,46
707,9,527,5.0,938628843,707,244
708,9,534,5.0,938628337,708,25
709,9,593,4.0,938628843,709,304
710,9,608,5.0,938628843,710,224
711,9,733,2.0,938628337,711,135
712,9,1059,5.0,938629250,712,58
714,9,1357,4.0,938628655,714,37
715,9,1358,4.0,938628450,715,66
716,9,1411,3.0,938628655,716,25
718,9,1584,4.0,938629341,718,92
719,9,1680,4.0,938629054,719,26
720,9,1682,5.0,938628690,720,137
721,9,1704,4.0,938628966,721,157
722,9,1721,3.0,938629470,722,164
723,9,1784,5.0,938628966,723,99
724,9,2028,4.0,938629341,724,191
725,9,2125,4.0,938629522,725,28
726,9,2140,4.0,938629747,726,28
728,9,2268,3.0,938629053,728,76
729,9,2273,3.0,938628777,729,43
730,9,2278,4.0,938628897,730,40
731,9,2291,4.0,938629341,731,89
732,9,2294,2.0,938629250,732,53
733,9,2302,4.0,938628843,733,76
734,9,2391,4.0,939122916,734,31
735,9,2396,4.0,938628577,735,121
736,9,2427,2.0,938629681,736,36
737,9,2490,3.0,938629681,737,32
738,9,2501,4.0,938628966,738,35
739,9,2539,2.0,938629341,739,51
740,9,2571,5.0,938628450,740,259
741,9,2628,3.0,938628843,741,138
742,9,2762,4.0,938627748,742,193
743,9,2857,4.0,938629681,743,21
744,10,50,5.0,942766420,744,201
746,10,318,4.0,942766515,746,311
747,10,344,3.0,942766603,747,175
748,10,345,4.0,942766603,748,48
749,10,592,3.0,942767328,749,196
751,10,1036,3.0,942767258,751,151
752,10,1089,3.0,942766420,752,132
753,10,1101,2.0,942767328,753,74
754,10,1127,4.0,942767328,754,71
755,10,1196,4.0,942767258,755,234
756,10,1197,4.0,942767258,756,163
757,10,1198,4.0,942767258,757,220
758,10,1200,4.0,942767258,758,125
759,10,1210,4.0,942767258,759,217
760,10,1220,3.0,942767328,760,94
761,10,1240,4.0,942767258,761,158
762,10,1291,4.0,942767258,762,147
763,10,1358,5.0,942766420,763,66
765,10,1459,3.0,942766725,765,20
766,10,1499,3.0,942766845,766,28
768,10,1690,3.0,942766679,768,45
769,10,1704,4.0,942766472,769,157
770,10,1719,5.0,942766472,770,23
772,10,1923,5.0,942766515,772,123
773,10,2108,3.0,942766472,773,39
775,10,2406,4.0,942767328,775,65
776,10,2410,2.0,942767328,776,21
777,10,2539,4.0,942766845,777,51
778,10,2571,5.0,942766515,778,259
779,10,2826,5.0,942766109,779,25
781,10,2840,3.0,942766213,781,24
782,10,2841,4.0,942766029,782,22
783,10,2881,3.0,942766164,783,43
784,10,2890,4.0,942765978,784,46
786,10,2926,5.0,942767121,786,21
788,10,3005,3.0,942766059,788,30
789,10,3019,4.0,942767571,789,27
790,11,50,5.0,1391658537,790,201
791,11,70,1.0,1391656827,791,48
794,11,296,5.0,1391658423,794,324
795,11,778,4.5,1391658505,795,124
796,11,785,3.5,1391656845,796,60
797,11,923,5.0,1391658556,797,85
798,11,1027,4.5,1391658634,798,44
799,11,1201,5.0,1391658440,799,57
800,11,1408,5.0,1391658667,800,43
801,11,1918,3.0,1391657062,801,42
804,11,2762,3.0,1391658583,804,193
805,11,3424,3.0,1391657112,805,32
806,11,5669,3.0,1391658601,806,58
809,11,48516,5.0,1391658450,809,84
814,11,79132,4.0,1391658115,814,111
818,11,81562,3.5,1391658218,818,23
820,11,91500,4.5,1391658311,820,38
821,11,91529,4.5,1391658125,821,48
823,11,96079,4.0,1391658186,823,24
825,11,97938,4.0,1391657610,825,22
