userId,movieId,rating,name
4,417,5,Young Frankenstein (1974)
4,419,5,Fantasia (1940)
4,422,4,Heathers (1989)
4,424,5,This Is Spinal Tap (1984)
4,425,5,Indiana Jones and the Last Crusade (1989)
4,430,4,Pink Floyd: The Wall (1982)
4,434,4,When Harry Met Sally... (1989)
4,445,4,Star Trek: First Contact (1996)
4,450,4,Star Trek: The Motion Picture (1979)
4,451,3,Star Trek VI: The Undiscovered Country (1991)
4,453,4,Star Trek II: The Wrath of Khan (1982)
4,455,3,Star Trek IV: The Voyage Home (1986)
4,456,3,Batman Returns (1992)
4,458,5,Grease (1978)
4,459,5,Jaws (1975)
4,460,4,Jaws 2 (1978)
4,464,5,Sneakers (1992)
4,486,3,"Lost World: Jurassic Park, The (1997)"
4,493,5,Men in Black (a.k.a. MIB) (1997)
4,510,4,Stripes (1981)
4,512,5,Witness (1985)
4,535,1,Wild Things (1998)
4,550,4,Armageddon (1998)
4,551,2,Lethal Weapon 4 (1998)
4,559,5,"French Connection, The (1971)"
4,560,5,Rocky (1976)
4,567,5,Rain Man (1988)
4,570,3,Labyrinth (1986)
4,571,5,"Breakfast Club, The (1985)"
4,573,5,Poltergeist (1982)
4,575,5,Lethal Weapon (1987)
4,577,3,Lethal Weapon 3 (1992)
4,578,2,Gremlins (1984)
4,580,5,"Goonies, The (1985)"
4,586,5,Bambi (1942)
4,588,4,Dangerous Liaisons (1988)
4,589,4,Dune (1984)
4,592,3,"Honey, I Shrunk the Kids (1989)"
4,594,5,Roger & Me (1989)
4,598,5,"Jungle Book, The (1967)"
4,599,5,Lady and the Tramp (1955)
4,600,4,"Little Mermaid, The (1989)"
4,602,5,101 Dalmatians (One Hundred and One Dalmatians) (1961)
4,603,5,Peter Pan (1953)
4,605,4,"Rocketeer, The (1991)"
4,606,5,Sleeping Beauty (1959)
4,607,5,Splash (1984)
4,608,4,Tron (1982)
4,610,5,"Jerk, The (1979)"
4,611,5,"Outsiders, The (1983)"
4,612,5,Indiana Jones and the Temple of Doom (1984)
4,614,4,"Addams Family, The (1991)"
4,622,5,"Dark Crystal, The (1982)"
4,623,4,"American Tail, An (1986)"
4,624,5,Sixteen Candles (1984)
4,628,5,"NeverEnding Story, The (1984)"
4,630,5,Beetlejuice (1988)
4,632,3,Willow (1988)
4,633,5,"Untouchables, The (1987)"
4,638,4,Say Anything... (1989)
4,640,5,"Few Good Men, A (1992)"
4,644,5,"Player, The (1992)"
4,665,4,Fletch (1985)
4,675,5,Romancing the Stone (1984)
4,688,5,"Name of the Rose, The (Name der Rose, Der) (1986)"
4,713,1,Dick Tracy (1990)
4,716,5,Star Wars: Episode I - The Phantom Menace (1999)
4,717,5,Superman (1978)
4,722,4,Austin Powers: The Spy Who Shagged Me (1999)
4,729,4,Arachnophobia (1990)
4,738,5,Ghostbusters (a.k.a. Ghost Busters) (1984)
4,743,5,Mystery Men (1999)
4,752,1,Bowfinger (1999)
4,754,5,Monty Python's And Now for Something Completely Different (1971)
4,755,5,Airplane! (1980)
4,757,4,National Lampoon's Vacation (1983)
4,758,5,Big (1988)
4,760,5,"Christmas Story, A (1983)"
4,773,4,Total Recall (1990)
4,775,5,Ferris Bueller's Day Off (1986)
4,784,5,Time Bandits (1981)
4,789,5,Who Framed Roger Rabbit? (1988)
4,790,5,Live and Let Die (1973)
4,798,5,Robin Hood (1973)
4,799,4,Trading Places (1983)
4,802,5,"Commitments, The (1991)"
4,812,4,Fatal Attraction (1987)
4,813,4,Midnight Run (1988)
4,815,5,"Fisher King, The (1991)"
4,833,4,Fast Times at Ridgemont High (1982)
4,839,4,"League of Their Own, A (1992)"
4,843,3,White Men Can't Jump (1992)
5,2,4,Grumpier Old Men (1995)
5,24,4,Clueless (1995)
5,43,4,Happy Gilmore (1996)
5,52,4,"Birdcage, The (1996)"
5,56,4,Apollo 13 (1995)
5,88,3,Dumb & Dumber (Dumb and Dumber) (1994)
5,107,4,Miracle on 34th Street (1994)
5,130,3,Ace Ventura: Pet Detective (1994)
5,137,4,Forrest Gump (1994)
5,141,4,"Lion King, The (1994)"
5,142,4,"Mask, The (1994)"
5,149,4,Speed (1994)
5,162,4,Dave (1993)
5,181,4,Mrs. Doubtfire (1993)
5,203,4,Home Alone (1990)
5,205,3,Aladdin (1992)
5,211,4,Beauty and the Beast (1991)
5,213,5,Pretty Woman (1990)
5,245,3,"Nutty Professor, The (1996)"
5,255,2,"Godfather, The (1972)"
5,262,3,Vertigo (1958)
5,274,4,"Wizard of Oz, The (1939)"
5,299,4,Cinderella (1950)
5,307,5,"Sound of Music, The (1965)"
5,354,3,One Flew Over the Cuckoo's Nest (1975)
5,374,2,"Godfather: Part II, The (1974)"
5,392,4,"Graduate, The (1967)"
5,434,4,When Harry Met Sally... (1989)
5,458,5,Grease (1978)
5,462,3,Jerry Maguire (1996)
5,479,4,Liar Liar (1997)
5,486,3,"Lost World: Jurassic Park, The (1997)"
5,516,4,"Truman Show, The (1998)"
5,525,4,Titanic (1997)
5,531,4,"Wedding Singer, The (1998)"
5,532,4,As Good as It Gets (1997)
5,553,4,There's Something About Mary (1998)
5,567,4,Rain Man (1988)
5,571,4,"Breakfast Club, The (1985)"
5,574,3,"Exorcist, The (1973)"
5,590,1,"Godfather: Part III, The (1990)"
5,600,5,"Little Mermaid, The (1989)"
5,641,4,Rush Hour (1998)
5,646,4,Antz (1998)
5,661,3,"Bug's Life, A (1998)"
5,682,4,You've Got Mail (1998)
5,697,3,Office Space (1999)
5,722,4,Austin Powers: The Spy Who Shagged Me (1999)
5,728,4,Big Daddy (1999)
5,733,4,American Pie (1999)
5,750,3,"Sixth Sense, The (1999)"
5,752,3,Bowfinger (1999)
5,775,3,Ferris Bueller's Day Off (1986)
5,791,3,Being John Malkovich (1999)
5,816,3,Toy Story 2 (1999)
5,827,3,"Talented Mr. Ripley, The (1999)"
5,861,4,Erin Brockovich (2000)
5,910,3,"Patriot, The (2000)"
5,926,4,Almost Famous (2000)
5,930,3,Meet the Parents (2000)
5,945,4,Chocolat (2000)
5,948,4,What Women Want (2000)
5,950,3,Cast Away (2000)
5,952,4,Miss Congeniality (2000)
5,970,3,Shrek (2001)
5,971,3,Moulin Rouge (2001)
5,980,4,Legally Blonde (2001)
5,989,3,American Pie 2 (2001)
5,1004,3,Ocean's Eleven (2001)
5,1009,4,"Beautiful Mind, A (2001)"
5,1020,3,Panic Room (2002)
5,1021,4,My Big Fat Greek Wedding (2002)
5,1022,4,Spider-Man (2002)
5,1030,4,Road to Perdition (2002)
5,1037,3,Bowling for Columbine (2002)
5,1039,4,"Ring, The (2002)"
5,1042,3,Harry Potter and the Chamber of Secrets (2002)
5,1053,4,"Pianist, The (2002)"
5,1057,3,Bend It Like Beckham (2002)
5,1065,4,Bruce Almighty (2003)
5,1066,4,Finding Nemo (2003)
5,1070,4,28 Days Later (2002)
5,1077,2,Lost in Translation (2003)
5,1087,4,Love Actually (2003)
5,1112,4,Napoleon Dynamite (2004)
5,1113,4,Super Size Me (2004)
5,1117,3,Fahrenheit 9/11 (2004)
5,1118,4,Spider-Man 2 (2004)
5,1120,4,"I, Robot (2004)"
5,1138,4,Million Dollar Baby (2004)
5,1139,4,Hotel Rwanda (2004)
5,1140,3,Charlie and the Chocolate Factory (2005)
5,1150,5,Crash (2004)
5,1153,4,Mr. & Mrs. Smith (2005)
5,1156,4,Wedding Crashers (2005)
5,1159,4,"40-Year-Old Virgin, The (2005)"
5,1169,4,Walk the Line (2005)
5,1170,4,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)"
5,1171,4,King Kong (2005)
5,1189,4,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006)
6,47,4,Taxi Driver (1976)
6,59,2,Casper (1995)
6,69,2,Judge Dredd (1995)
6,112,5,Léon: The Professional (a.k.a. The Professional) (Léon) (1994)
6,212,4,Pinocchio (1940)
6,262,4,Vertigo (1958)
6,362,5,Lawrence of Arabia (1962)
6,394,4,"Bridge on the River Kwai, The (1957)"
6,402,4,Stand by Me (1986)
6,416,4,Cool Hand Luke (1967)
6,422,4,Heathers (1989)
6,447,2,Sling Blade (1996)
6,505,2,Chasing Amy (1997)
6,517,2,"Jackal, The (1997)"
6,529,2,Wag the Dog (1997)
6,539,0,Deep Impact (1998)
6,547,3,"X-Files: Fight the Future, The (1998)"
6,576,3,Lethal Weapon 2 (1989)
6,587,4,Seven Samurai (Shichinin no samurai) (1954)
6,630,4,Beetlejuice (1988)
6,697,3,Office Space (1999)
6,698,3,Logan's Run (1976)
6,699,4,Planet of the Apes (1968)
6,705,1,"Matrix, The (1999)"
6,720,2,"Rocky Horror Picture Show, The (1975)"
6,727,4,Run Lola Run (Lola rennt) (1998)
6,743,3,Mystery Men (1999)
6,749,4,"Iron Giant, The (1999)"
6,770,3,Three Kings (1999)
6,801,1,Dogma (1999)
6,816,4,Toy Story 2 (1999)
6,849,3,Pitch Black (2000)
6,908,1,Chicken Run (2000)
6,986,1,Ghost World (2001)
6,1006,1,Vanilla Sky (2001)
6,1047,5,"Lord of the Rings: The Two Towers, The (2002)"
6,1092,3,Hero (Ying xiong) (2002)
6,1096,5,"Lord of the Rings: The Return of the King, The (2003)"
6,1101,4,Eternal Sunshine of the Spotless Mind (2004)
6,1110,3,Harry Potter and the Prisoner of Azkaban (2004)
6,1118,4,Spider-Man 2 (2004)
6,1123,3,Garden State (2004)
6,1127,4,Shaun of the Dead (2004)
7,0,3,Toy Story (1995)
7,7,3,GoldenEye (1995)
7,14,3,Get Shorty (1995)
7,20,3,Dangerous Minds (1995)
7,22,4,Babe (1995)
7,43,3,Happy Gilmore (1996)
7,46,5,Braveheart (1995)
7,48,4,Rumble in the Bronx (Hont faan kui) (1995)
7,52,4,"Birdcage, The (1996)"
7,57,4,Rob Roy (1995)
7,77,2,Strange Days (1995)
7,80,3,"Walk in the Clouds, A (1995)"
7,99,5,Star Wars: Episode IV - A New Hope (1977)
7,104,3,"Madness of King George, The (1994)"
7,120,2,Stargate (1994)
7,122,5,"Shawshank Redemption, The (1994)"
7,125,3,Star Trek: Generations (1994)
7,126,3,Tommy Boy (1995)
7,131,3,"Adventures of Priscilla, Queen of the Desert, The (1994)"
7,136,3,"Flintstones, The (1994)"
7,137,3,Forrest Gump (1994)
7,138,3,Four Weddings and a Funeral (1994)
7,141,3,"Lion King, The (1994)"
7,142,3,"Mask, The (1994)"
7,149,3,Speed (1994)
7,151,4,True Lies (1994)
7,173,4,Jurassic Park (1993)
7,181,3,Mrs. Doubtfire (1993)
7,191,4,Shadowlands (1993)
7,194,3,Sleepless in Seattle (1993)
7,195,4,Blade Runner (1982)
7,197,4,"Nightmare Before Christmas, The (1993)"
7,205,4,Aladdin (1992)
7,206,3,Terminator 2: Judgment Day (1991)
7,207,4,Dances with Wolves (1990)
7,208,3,Batman (1989)
7,210,4,Snow White and the Seven Dwarfs (1937)
7,211,3,Beauty and the Beast (1991)
7,215,3,Heavy Metal (1981)
7,223,4,Mystery Science Theater 3000: The Movie (1996)
7,227,3,"Truth About Cats & Dogs, The (1996)"
7,229,5,Wallace & Gromit: The Best of Aardman Animation (1996)
7,230,2,"Craft, The (1996)"
7,232,1,Twister (1996)
7,235,5,Wallace & Gromit: A Close Shave (1995)
7,240,3,Independence Day (a.k.a. ID4) (1996)
7,244,2,Eraser (1996)
7,279,4,2001: A Space Odyssey (1968)
7,308,3,Die Hard (1988)
7,317,3,Willy Wonka & the Chocolate Factory (1971)
7,319,4,"Fish Called Wanda, A (1988)"
7,320,4,Monty Python's Life of Brian (1979)
7,333,3,E.T. the Extra-Terrestrial (1982)
7,339,3,"Return of the Pink Panther, The (1975)"
7,341,3,Escape from New York (1981)
7,343,4,Monty Python and the Holy Grail (1975)
7,344,5,Wallace & Gromit: The Wrong Trousers (1993)
7,355,5,Star Wars: Episode V - The Empire Strikes Back (1980)
7,356,3,"Princess Bride, The (1987)"
7,357,5,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
7,366,5,Star Wars: Episode VI - Return of the Jedi (1983)
7,373,4,"Blues Brothers, The (1980)"
7,376,5,"Grand Day Out with Wallace and Gromit, A (1989)"
7,378,5,Amadeus (1984)
7,382,4,"Right Stuff, The (1983)"
7,386,4,"Terminator, The (1984)"
7,387,5,Glory (1989)
7,411,3,Back to the Future (1985)
7,415,4,Highlander (1986)
7,417,3,Young Frankenstein (1974)
7,423,4,Ben-Hur (1959)
7,424,4,This Is Spinal Tap (1984)
7,425,3,Indiana Jones and the Last Crusade (1989)
7,430,3,Pink Floyd: The Wall (1982)
7,432,4,Field of Dreams (1989)
7,434,3,When Harry Met Sally... (1989)
7,450,3,Star Trek: The Motion Picture (1979)
7,451,3,Star Trek VI: The Undiscovered Country (1991)
7,452,2,Star Trek V: The Final Frontier (1989)
7,453,4,Star Trek II: The Wrath of Khan (1982)
7,454,3,Star Trek III: The Search for Spock (1984)
7,455,3,Star Trek IV: The Voyage Home (1986)
7,463,3,Raising Arizona (1987)
7,465,5,Beavis and Butt-Head Do America (1996)
7,467,1,"Last of the Mohicans, The (1992)"
8,21,5,Twelve Monkeys (a.k.a. 12 Monkeys) (1995)
8,27,2,To Die For (1995)
8,28,5,Seven (a.k.a. Se7en) (1995)
8,30,5,"Usual Suspects, The (1995)"
8,46,4,Braveheart (1995)
8,99,3,Star Wars: Episode IV - A New Hope (1977)
8,109,2,Nell (1994)
8,113,4,Pulp Fiction (1994)
8,122,5,"Shawshank Redemption, The (1994)"
8,137,4,Forrest Gump (1994)
8,167,4,"Fugitive, The (1993)"
8,186,3,Robin Hood: Men in Tights (1993)
8,187,2,Rudy (1993)
8,188,5,Schindler's List (1993)
8,196,5,So I Married an Axe Murderer (1993)
8,206,4,Terminator 2: Judgment Day (1991)
8,209,4,"Silence of the Lambs, The (1991)"
8,217,4,Primal Fear (1996)
8,249,3,"Time to Kill, A (1996)"
8,255,5,"Godfather, The (1972)"
8,355,3,Star Wars: Episode V - The Empire Strikes Back (1980)
8,356,4,"Princess Bride, The (1987)"
8,357,4,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
8,366,4,Star Wars: Episode VI - Return of the Jedi (1983)
8,372,4,Psycho (1960)
8,378,4,Amadeus (1984)
8,401,4,"Shining, The (1980)"
8,402,4,Stand by Me (1986)
8,407,3,Groundhog Day (1993)
8,411,4,Back to the Future (1985)
8,425,4,Indiana Jones and the Last Crusade (1989)
8,432,3,Field of Dreams (1989)
8,447,0,Sling Blade (1996)
8,459,4,Jaws (1975)
8,462,3,Jerry Maguire (1996)
8,481,4,Grosse Pointe Blank (1997)
8,487,3,Con Air (1997)
8,502,3,L.A. Confidential (1997)
8,504,5,"Game, The (1997)"
8,512,4,Witness (1985)
8,521,4,Good Will Hunting (1997)
8,531,5,"Wedding Singer, The (1998)"
8,539,3,Deep Impact (1998)
8,567,5,Rain Man (1988)
8,591,4,Saving Private Ryan (1998)
8,607,3,Splash (1984)
8,621,3,"Secret of NIMH, The (1982)"
8,633,4,"Untouchables, The (1987)"
8,648,4,My Cousin Vinny (1992)
8,653,4,Life Is Beautiful (La Vita è bella) (1997)
8,654,5,American History X (1998)
8,660,3,Enemy of the State (1998)
8,681,3,Christmas Vacation (National Lampoon's Christmas Vacation) (1989)
8,697,5,Office Space (1999)
8,705,5,"Matrix, The (1999)"
8,738,3,Ghostbusters (a.k.a. Ghost Busters) (1984)
8,750,4,"Sixth Sense, The (1999)"
8,752,2,Bowfinger (1999)
8,755,4,Airplane! (1980)
8,758,3,Big (1988)
8,760,3,"Christmas Story, A (1983)"
8,764,3,Stir of Echoes (1999)
8,766,4,American Beauty (1999)
8,775,5,Ferris Bueller's Day Off (1986)
8,783,4,Fight Club (1999)
8,818,4,"Green Mile, The (1999)"
8,889,5,Gladiator (2000)
8,929,3,Remember the Titans (2000)
8,930,4,Meet the Parents (2000)
8,939,4,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)"
8,944,4,Snatch (2000)
8,949,3,Finding Forrester (2000)
8,954,4,Traffic (2000)
8,963,5,Memento (2000)
8,967,4,Scarface (1983)
8,1000,3,"Monsters, Inc. (2001)"
8,1002,3,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)
8,1004,4,Ocean's Eleven (2001)
8,1005,4,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"
8,1008,3,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
8,1009,3,"Beautiful Mind, A (2001)"
8,1014,5,The Count of Monte Cristo (2002)
8,1024,3,Star Wars: Episode II - Attack of the Clones (2002)
8,1028,4,Minority Report (2002)
8,1030,4,Road to Perdition (2002)
8,1036,4,Red Dragon (2002)
8,1037,3,Bowling for Columbine (2002)
8,1047,4,"Lord of the Rings: The Two Towers, The (2002)"
8,1051,3,Catch Me If You Can (2002)
8,1066,4,Finding Nemo (2003)
8,1067,3,"Italian Job, The (2003)"
8,1083,4,Mystic River (2003)
8,1084,5,Kill Bill: Vol. 1 (2003)
8,1094,3,"Last Samurai, The (2003)"
8,1096,4,"Lord of the Rings: The Return of the King, The (2003)"
8,1101,4,Eternal Sunshine of the Spotless Mind (2004)
8,1103,4,Kill Bill: Vol. 2 (2004)
8,1116,2,"Notebook, The (2004)"
8,1123,4,Garden State (2004)
8,1126,4,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)"
8,1127,3,Shaun of the Dead (2004)
8,1148,3,Sin City (2005)
8,1150,4,Crash (2004)
8,1151,4,Star Wars: Episode III - Revenge of the Sith (2005)
8,1154,4,Batman Begins (2005)
8,1156,3,Wedding Crashers (2005)
8,1169,3,Walk the Line (2005)
9,0,4,Toy Story (1995)
9,11,4,Sense and Sensibility (1995)
9,23,5,Dead Man Walking (1995)
9,28,3,Seven (a.k.a. Se7en) (1995)
9,122,4,"Shawshank Redemption, The (1994)"
9,180,4,Much Ado About Nothing (1993)
9,184,4,"Remains of the Day, The (1993)"
9,188,5,Schindler's List (1993)
9,191,5,Shadowlands (1993)
9,209,4,"Silence of the Lambs, The (1991)"
9,214,5,Fargo (1996)
9,231,2,"Rock, The (1996)"
9,314,5,William Shakespeare's Romeo + Juliet (1996)
9,446,4,Shine (1996)
9,447,4,Sling Blade (1996)
9,469,3,Hamlet (1996)
9,494,4,Contact (1997)
9,515,4,Sliding Doors (1998)
9,516,5,"Truman Show, The (1998)"
9,521,4,Good Will Hunting (1997)
9,525,3,Titanic (1997)
9,532,5,As Good as It Gets (1997)
9,591,4,Saving Private Ryan (1998)
9,615,4,Ever After: A Cinderella Story (1998)
9,622,4,"Dark Crystal, The (1982)"
9,640,3,"Few Good Men, A (1992)"
9,641,3,Rush Hour (1998)
9,642,4,Ronin (1998)
9,645,4,Edward Scissorhands (1990)
9,646,2,Antz (1998)
9,648,4,My Cousin Vinny (1992)
9,669,4,"Simple Plan, A (1998)"
9,672,4,Shakespeare in Love (1998)
9,683,2,"Thin Red Line, The (1998)"
9,694,3,Payback (1999)
9,696,4,October Sky (1999)
9,700,2,Analyze This (1999)
9,705,5,"Matrix, The (1999)"
9,716,3,Star Wars: Episode I - The Phantom Menace (1999)
9,750,4,"Sixth Sense, The (1999)"
9,765,4,Yellow Submarine (1968)
10,30,5,"Usual Suspects, The (1995)"
10,122,4,"Shawshank Redemption, The (1994)"
10,130,3,Ace Ventura: Pet Detective (1994)
10,131,4,"Adventures of Priscilla, Queen of the Desert, The (1994)"
10,208,3,Batman (1989)
10,308,3,Die Hard (1988)
10,325,3,Reservoir Dogs (1992)
10,334,2,Top Gun (1986)
